,ID,OPSHEET ID,SITE NO,SITE,DATE,MUNICIPALITY,BUS PRIORITY
97,98,0785_sheet004.htm,785.0,DANDENONG VALLEY HWY (STUD ROAD / HIGH STREET ROAD,2015-07-22 00:00:00,KNOX,"['Bus Loop N/B', 'Bus Loop N/B', 'Bus Loop S/B', 'Bus Loop S/B']"
98,99,0799_sheet001.htm,799.0,DANDENONG VALLEY HWY/ HARCREST BOULEVARD,2014-07-10 00:00:00,KNOX,['Fix Bus operation fault']
99,100,0799_sheet004.htm,799.0,DANDENONG VALLEY HWY/ HARCREST BOULEVARD,2014-07-10 00:00:00,KNOX,"['Bus loop', 'Bus loop']"
100,101,0799_sheet012.htm,799.0,DANDENONG VALLEY HWY/ HARCREST BOULEVARD,2014-07-10 00:00:00,KNOX,"['SG7 is a BUS \x91B\x92 (white) lantern display', '(Refer to Bus Detector Operation)', 'BUS DETECTOR OPERATION']"
101,102,0817_sheet001.htm,817.0,"WRAY
  CRESCENT NR STATION STREET",2012-10-01 00:00:00,YARRA RANGES,"['Clear all Bus demand during P1 walk, clearance & intergreen', 'for both approaches to stop secondary Bus calls.']"
102,103,0817_sheet002.htm,817.0,"WRAY
  CRESCENT NR STATION STREET",2012-10-01 00:00:00,YARRA RANGES,['Detectors 2 & 4 are Bus Loops']
103,104,0817_sheet004.htm,817.0,"WRAY
  CRESCENT NR STATION STREET",2012-10-01 00:00:00,YARRA RANGES,"['Bus Loop', 'Bus Loop']"
104,105,0817_sheet007.htm,817.0,"WRAY
  CRESCENT NR STATION STREET",2012-10-01 00:00:00,YARRA RANGES,"['When set, Inhibit calls for P1 via Bus detectors 1 & 2', 'When set, Inhibit calls for P1 via Bus detectors 3 & 4', 'When set, do not expire the extension green on both approaches when a Bus is detected', '2. Bus being detected via Detector 1 & 2', '3. Bus being detected via Detectors 3 & 4', 'BUS D', 'he demand for P1 via Bus Detectors (1 & 2 and/or 3 & 4) is a non-locking call. i.e. if the conditions', '2. If XSF3 is set and a Bus is detected on either approach, do not expire both approaches extension green', 'rates due to the Bus Detectors 1 & 2, set MSS 4 flag for the duration', 'rates due to the Bus Detectors 3 & 4, set MSS 5 flag for the duration', 'F1 is set, disable the calling of Pedestrian P1 via Bus Detectors 1 & 2.', 'F2 is set, disable the calling of Pedestrian P1 via Bus Detectors 3 & 4.', 'all Bus demand during P1 walk, clearance & intergreen, for both approaches to stop secondary Bus calls.']"
105,106,0817_sheet009.htm,817.0,"WRAY
  CRESCENT NR STATION STREET",2012-10-01 00:00:00,YARRA RANGES,"['N/B BUS Stop line Loop (Detector 1) Presence Time', 'S/B BUS Stop line Loop (Detector 3) Presence Time']"
106,107,0845_sheet004.htm,845.0,"CANTERBURY
  ROAD / GLEBE STREET",2009-06-10 00:00:00,WHITEHORSE,['BUS PRIORITY INPUT']
107,108,0845_sheet012.htm,845.0,"CANTERBURY
  ROAD / GLEBE STREET",2009-06-10 00:00:00,WHITEHORSE,"['Inhibits Bus Priority Operation of Detector 11', 'BUS PRIORITY OPERATION', 'Bus priority inputs from the BUS PRIORITY CONTROL SYSTEM are connected to detector inputs in the traffic signal controller.', 'Each Bus Priority Input is held on (i.e. held on short-circuit) from the point when the bus reaches the priority request location on the particular bus priority approach until it passes the stop line on that approach', 'Detector 11 is connected to the Bus Priority Input that services buses on the South Approach.', 'The following table describes the functions of each of the bus detectors:', 'Bus Detector No. (Description)', 'MSS Flag Set When Bus Detector Activated', 'Flag to Inhibit Operation of Bus Detector', '(Bus Priority Input, South Approach)']"
108,109,0850_sheet002.htm,850.0,"CANTERBURY
  ROAD NR ANDREW STREET",2011-08-03 00:00:00,WHITEHORSE,['Detectors 11 & 12 are paired bus detectors']
109,110,0850_sheet004.htm,850.0,"CANTERBURY
  ROAD NR ANDREW STREET",2011-08-03 00:00:00,WHITEHORSE,"['Bus Detector (Refer Page 3/1)', 'Bus Detector (Refer Page 3/1)']"
110,111,0850_sheet006.htm,850.0,"CANTERBURY
  ROAD NR ANDREW STREET",2011-08-03 00:00:00,WHITEHORSE,"['PRESENCE TIME FOR DETECTOR 11 (BUS)', 'P2 WALK TIME SUBSTITUTION WHEN ONLY DEMANDED BY BUS DETECTORS']"
111,112,0850_sheet009.htm,850.0,"CANTERBURY
  ROAD NR ANDREW STREET",2011-08-03 00:00:00,WHITEHORSE,"['Bus being detected via Detectors 11 and 12.', 'Note: Bus Detectors 11 and 12 do not call Ped 1 via delay time (Alternate Timesetting No. 16).', 'OPERATION OF BUS DETECTORS (Detectors 11 and 12)', 'The demand for P2 via Bus Detectors 11 and 12 is a non-locking call. i.e. if the conditions mentioned in a, b, c above are satisfied then the call for P2 will be maintained until Detector 11 changes to the off state or P2 operates.', 'If P2 is demanded and operates due to the Bus Detectors 11 and 12, set MSS 2 flag for the duration specified in Special Purpose Timesetting No. 25.', 'If P2 is demanded by Detectors 11 and 12 (Bus) and not by Detectors 3 and/or 4 (Pedestrian Push Buttons) or Detector 1 [call P2 via delay time (Alternate Timesetting No. 15)], then substitute P2 walk time with the time stored in Special Purpose Timesetting No. 26.', 'If P2 is demanded by Detectors 3 and/or 4 (Pedestrian Push Buttons) or Detector 1 [call P2 via delay time (Alternate Timesetting No. 15)] as well as Detectors 11 and 12 (Bus), then do', 'If XSF 2 flag is set, disable the calling of Pedestrian P2 via Bus Detectors 11 and 12.']"
112,113,0869_sheet001.htm,869.0,RINGWOOD BYPASS / RINGWOOD STREET,2014-06-24 00:00:00,MAROONDAH,"['Split phase operation on Ringwood Street, remove BUS operation']"
113,114,0939_sheet002.htm,939.0,NAPOLEON ROAD NR LAKESFIELD DRIVE,2006-06-05 00:00:00,KNOX,['Detectors 4 & 5 are vehicle detectors on bus bays']
114,115,0939_sheet007.htm,939.0,NAPOLEON ROAD NR LAKESFIELD DRIVE,2006-06-05 00:00:00,KNOX,['Timesettings During Bus Control Operation']
115,116,0970_sheet004.htm,970.0,"WARRIGAL
  ROAD / HIGH STREET ROAD",2010-12-17 00:00:00,MONASH,"['BUS INPUT', 'BUS INPUT']"
116,117,0982_sheet001.htm,982.0,"DANDENONG-FRANKSTON
  RD / JAYCO DR",2008-07-03 00:00:00,GREATER DANDENONG,['BUS LANE INCLUDED ON THE SOUTHERN APPROACH']
117,118,0982_sheet004.htm,982.0,"DANDENONG-FRANKSTON
  RD / JAYCO DR",2008-07-03 00:00:00,GREATER DANDENONG,"['BUS', 'BUS', 'BUS', 'BUS']"
118,119,0982_sheet012.htm,982.0,"DANDENONG-FRANKSTON
  RD / JAYCO DR",2008-07-03 00:00:00,GREATER DANDENONG,"['(Refer bus detector operation for details).', '(Refer bus', 'BUS DETECTOR OPERATION']"
119,120,0994_sheet001.htm,994.0,"SPRINGVALE
  ROAD / HAROLD ROAD",2009-09-01 00:00:00,GREATER DANDENONG,['BUS PRIORITY INCLUDED ON THE SOUTH APPROACH.']
120,121,0994_sheet004.htm,994.0,"SPRINGVALE
  ROAD / HAROLD ROAD",2009-09-01 00:00:00,GREATER DANDENONG,"['BUS', 'BUS']"
121,122,0994_sheet012.htm,994.0,"SPRINGVALE
  ROAD / HAROLD ROAD",2009-09-01 00:00:00,GREATER DANDENONG,"['(Refer bus', 'BUS DETECTOR OPERATION']"
122,123,1028_sheet004.htm,1028.0,DANDENONG FRANKSTON ROAD/KIRKHAM ROAD,2018-01-03 00:00:00,GREATER DANDENONG,"['BUS LOOP', 'BUS LOOP']"
123,124,1028_sheet013.htm,1028.0,DANDENONG FRANKSTON ROAD/KIRKHAM ROAD,2018-01-03 00:00:00,GREATER DANDENONG,"['(bus lantern)', '(bus lantern)', 'OPERATION OF BUS DETECTORS 1 AND 2']"
124,125,1102_sheet004.htm,1102.0,CANTERBURY RD / EASTLINK,2016-04-11 00:00:00,MAROONDAH,"['SG 11 (BUS)', 'SG 12 (BUS)']"
125,126,1103_sheet004.htm,1103.0,"BURWOOD
  HWY/ EASTLINK",2007-08-02 00:00:00,KNOX,"['SG 11 (BUS)', 'SG 12 (BUS)']"
126,127,1103_sheet012.htm,1103.0,"BURWOOD
  HWY/ EASTLINK",2007-08-02 00:00:00,KNOX,"['BUS EARLY START OPERATION (SIGNAL GROUP 11)', 'Detector 1 \x96 Bus Detector', 'BUS EARLY START OPERATION (SIGNAL GROUP 12)', 'Detector 8 \x96 Bus Detector']"
127,128,1104_sheet004.htm,1104.0,BORONIA ROAD / EASTLINK,2016-04-11 00:00:00,KNOX,"['SG11 (BUS)', 'SG 12 (BUS)']"
128,129,1105_sheet004.htm,1105.0,HIGH STREET ROAD / EASTLINK,2016-11-17 00:00:00,KNOX,"['SG11 (BUS)', 'SG12 (BUS)']"
129,130,1105_sheet013.htm,1105.0,HIGH STREET ROAD / EASTLINK,2016-11-17 00:00:00,KNOX,"['BUS EARLY START OPERATION (SIGNAL GROUP 11)', 'Detector 2 \x96 Bus Detector', 'BUS EARLY START OPERATION (SIGNAL GROUP 12)', 'Detector 8 \x96 Bus Detector']"
130,131,1139_sheet004.htm,1139.0,"DORSET
  ROAD / GOLF LINKS ROAD / THE RANGES BOULEVARD",2010-06-18 00:00:00,MAROONDAH,"['BUS Loop', 'BUS Loop']"
131,132,1144_sheet004.htm,1144.0,"BORONIA
  ROAD NR AMESBURY ROAD & ROXBURGH ROAD",2009-03-16 00:00:00,KNOX,['BUS loop']
132,133,1144_sheet011.htm,1144.0,"BORONIA
  ROAD NR AMESBURY ROAD & ROXBURGH ROAD",2009-03-16 00:00:00,KNOX,"['Inhibit BUS detector 21 from placing non-locking call for P2.', 'BUS LOOP OPERATION (Detector 21)', '1. If XSF7 flag is set, disable the demands for the BUS Loop Operation via Detector 21.']"
133,134,0126_sheet004.htm,126.0,"MAROONDAH HIGHWAY / RINGWOOD BYPASS / MT DANDENONG
  ROAD",2015-06-25 00:00:00,MAROONDAH,['SG9 (BUS)']
134,135,0126_sheet008.htm,126.0,"MAROONDAH HIGHWAY / RINGWOOD BYPASS / MT DANDENONG
  ROAD",2015-06-25 00:00:00,MAROONDAH,"['Timer D - SG9 BUS Early Start', '& EØ Minimum Green (No Bus demand']"
135,136,0126_sheet012.htm,126.0,"MAROONDAH HIGHWAY / RINGWOOD BYPASS / MT DANDENONG
  ROAD",2015-06-25 00:00:00,MAROONDAH,"['(Bus group)', '(Bus operation)', 'BUS EARLY START OPERATION (SIGNAL GROUP 9)', 'Detector 6 \x96 Bus Detector']"
136,137,0162_sheet004.htm,162.0,BURWOOD HIGHWAY / BLACKBURN ROAD,2014-08-11 00:00:00,WHITEHORSE,"['BUS INPUT', 'BUS INPUT']"
137,138,0162_sheet013.htm,162.0,BURWOOD HIGHWAY / BLACKBURN ROAD,2014-08-11 00:00:00,WHITEHORSE,"['Inhibits the operation of Bus Detector 23 (refer Bus Priority Operation).', 'Inhibits the operation of Bus Detector 24 (refer Bus Priority Operation).', 'Detector 23 (bus priority input from south) is activated.', 'Detector 24 (bus priority input from north) is activated.']"
138,139,0164_sheet004.htm,164.0,BURWOOD HIGHWAY / SPRINGVALE ROAD,2015-08-19 00:00:00,WHITEHORSE,"['BUS Detector', 'BUS Detector']"
139,140,0164_sheet012.htm,164.0,BURWOOD HIGHWAY / SPRINGVALE ROAD,2015-08-19 00:00:00,WHITEHORSE,['Inhibits operation of Detector 23 & 24 (bus detector on north approach).']
140,141,0166_sheet005.htm,166.0,"BURWOOD
  HWY / HARTLAND RD / HANOVER RD",2009-03-11 00:00:00,WHITEHORSE,"['IN BUS R.O.W.', 'IN BUS R.O.W.', 'IN BUS R.O.W.', 'IN BUS R.O.W.', 'IN BUS R.O.W.']"
141,142,0166_sheet009.htm,166.0,"BURWOOD
  HWY / HARTLAND RD / HANOVER RD",2009-03-11 00:00:00,WHITEHORSE,['SG6 maximum extension green when XSF6 is set with bus on Detector 20']
142,143,0166_sheet013.htm,166.0,"BURWOOD
  HWY / HARTLAND RD / HANOVER RD",2009-03-11 00:00:00,WHITEHORSE,"['Selects special maximum for SG 6 in CØ if a bus is detected via Detector 20.', 'Operates \x93Enhanced\x94 Bus Priority Functions.', 'Refer to Bus Detector Operation in regards to Detector 19 for conditions as to when various phase transitions occur.', 'Set special maximum time for SG 6 in CØ if a bus is detected only via Detector 20. This time is accessible in Special Purpose Timesetting No 17. SG 6 will be forced off after a period equal to the minimum green of the group (CØ minimum) plus this special maximum.', 'BUS DETECTOR OPERATION', 'Part A: Operation of Bus Detectors when in AØ', 'The following table describes the required operation when bus detectors are occupied during AØ:', 'Part B: Operation of Bus Detectors when in CØ', 'The following table describes the required operation when bus detectors are occupied during CØ:', 'with no other bus detector activation', 'with any combination of bus detectors 17, 18, 20, 21', 'with no other bus detector activation', 'with any combination of bus detectors 17, 18, 20, 21', 'with no other bus detector activation', 'with no other bus detector activation', 'with any combination of bus detectors 17, 18, 20, 21', 'Part C: Operation of Bus Detectors when in EØ', 'The following table describes the required operation when bus detectors are occupied in EØ:', '\x93ENHANCED\x94 BUS PRIORITY OPERATION (XSF 10)', 'If XSF 10 is set, then the bus priority functions are further modified as follows :', 'For the purposes of enhanced priority, a bus is considered to be \x93detected\x94 if any of Detectors 17-21 are activated.', 'If a bus is detected (above) during CØ, then CØ will be forced to close down following expiry of a special maximum extension green time (refer Special Purpose Timesetting']"
143,144,0169_sheet004.htm,169.0,"BURWOOD
  HIGHWAY / MOUNTAIN HIGHWAY",2007-09-04 00:00:00,KNOX,['SG 7 (BUS)']
144,145,0169_sheet012.htm,169.0,"BURWOOD
  HIGHWAY / MOUNTAIN HIGHWAY",2007-09-04 00:00:00,KNOX,"['BUS EARLY START OPERATION (SIGNAL GROUP 7)', 'Detector 8 \x96 Bus Detector']"
145,146,0191_sheet004.htm,191.0,"PRINCES
  HWY EAST / EASTLINK",2007-08-03 00:00:00,GREATER DANDENONG,"['SG 11 (BUS)', 'SG 12 (BUS)']"
146,147,0191_sheet012.htm,191.0,"PRINCES
  HWY EAST / EASTLINK",2007-08-03 00:00:00,GREATER DANDENONG,"['BUS EARLY START OPERATION (SIGNAL GROUP 11)', 'Detector 1 \x96 Bus Detector', 'BUS EARLY START OPERATION (SIGNAL GROUP 12)', 'Detector 9 \x96 Bus Detector']"
147,148,0202_sheet004.htm,202.0,STUD ROAD NR OSWALD STREET,2015-02-17 00:00:00,GREATER DANDENONG,"['Bus Detector', 'Bus Detector']"
148,149,0268_sheet001.htm,268.0,"WELLINGTON
  ROAD / JACKSONS ROAD",2007-03-08 00:00:00,MONASH,"['Addition of Bus Group, SG5']"
149,150,0268_sheet012.htm,268.0,"WELLINGTON
  ROAD / JACKSONS ROAD",2007-03-08 00:00:00,MONASH,"['(refer Bus Early Start Operation)', 'SIGNAL GROUP 5 \x96 BUS OPERATION']"
150,151,0283_sheet004.htm,283.0,SPRINGVALE ROAD / HUTTON ROAD / GOVERNOR ROAD,2018-02-02 00:00:00,KINGSTON,"['BUS (SG14)', 'BUS (SG14)', 'BUS (SG 13)', 'BUS (SG 13)']"
151,152,0283_sheet013.htm,283.0,SPRINGVALE ROAD / HUTTON ROAD / GOVERNOR ROAD,2018-02-02 00:00:00,KINGSTON,"['BUS EARLY START OPERATION (AØ & EØ)', '(Bus Priority Phase)', '\x93D\x94 PHASE (BUS PRIORITY PHASE) OPERATION']"
152,153,0317_sheet001.htm,317.0,"MANNINGHAM
  ROAD / WILLIAMSONS ROAD",2010-07-22 00:00:00,MANNINGHAM,"['ABRAHAM VIVEKANANTHA, TRAM & BUS GROUP - METRO SOUTH EAST', 'TRAM & BUS GROUP - SIGNAL INSTALLATION']"
153,154,0318_sheet002.htm,318.0,"WILLIAMSONS ROAD / NOTHERN ACCESS ROAD / SOVEREIGN
  POINT COURT",2015-10-09 00:00:00,MANNINGHAM,['Detectors 14 &15 are Bus Detectors']
154,155,0318_sheet004.htm,318.0,"WILLIAMSONS ROAD / NOTHERN ACCESS ROAD / SOVEREIGN
  POINT COURT",2015-10-09 00:00:00,MANNINGHAM,"['BUS', 'BUS']"
155,156,0318_sheet013.htm,318.0,"WILLIAMSONS ROAD / NOTHERN ACCESS ROAD / SOVEREIGN
  POINT COURT",2015-10-09 00:00:00,MANNINGHAM,"['Bus detectors 14 & 15 call P3.', 'P3 is demanded by Bus Detectors 14 & 15 when XSF6 is set.', 'Detectors 14 and 15 (Bus Loops)']"
156,157,0323_sheet001.htm,323.0,"DONCASTER
  ROAD NR HENDER STREET",2011-05-16 00:00:00,MANNINGHAM,"['JOHNPAUL LA TERRA, TRAM AND BUS PROJECTS', 'TRAM AND BUS PROJECTS - SIGNAL INSTALLATION']"
157,158,0325_sheet004.htm,325.0,"WILLIAMSONS ROAD / TRAM ROAD / DONCASTER ROAD /
  ELGAR ROAD",2016-11-03 00:00:00,MANNINGHAM,"['Bus Loop', 'Bus Loop']"
158,159,0329_sheet002.htm,329.0,DONCASTER ROAD / CHURCH ROAD,2012-02-09 00:00:00,MANNINGHAM,['Detectors 1 & 6 are Bus Detectors']
159,160,0329_sheet004.htm,329.0,DONCASTER ROAD / CHURCH ROAD,2012-02-09 00:00:00,MANNINGHAM,"['Bus (SG15)', 'Bus (SG16)']"
160,161,0329_sheet012.htm,329.0,DONCASTER ROAD / CHURCH ROAD,2012-02-09 00:00:00,MANNINGHAM,"['- inhibits Bus Detectors 2 & 1 from calling SG15 in AØ or DØ.', '- inhibits Bus Detectors 7 & 6 from calling SG16 in AØ or DØ.', '- inhibits Bus Detectors 2 & 1 from calling CØ.', '- inhibits Bus Detectors 7 & 6 from calling CØ.', 'BUS SIGNAL GROUP OPERATION FOR SHARED LANES', 'FAULT STATUS FOR BUS DETECTORS', 'If XSF7 is set, inhibit Bus Detectors 2 & 1 from calling SG15 in AØ or DØ.', 'If XSF15 is set, inhibit Bus Detectors 2 & 1 from calling CØ.', 'If XSF8 is set, inhibit Bus Detectors 7 & 6 from calling SG16 in AØ or DØ.', 'If XSF16 is set, inhibit Bus Detectors 7 & 6 from calling CØ.']"
161,162,0331_sheet004.htm,331.0,"DONCASTER
  ROAD  / JACKSON COURT",2010-12-09 00:00:00,MANNINGHAM,"['BUS (SG 5)', 'BUS (SG 6)', 'BUS (SG 5)', 'BUS (SG 6)']"
162,163,0331_sheet012.htm,331.0,"DONCASTER
  ROAD  / JACKSON COURT",2010-12-09 00:00:00,MANNINGHAM,"['\x93C\x94 PHASE (BUS PRIORITY PHASE) OPERATION', 'BUS EARLY START OPERATION (SIGNAL GROUP 5) IN AØ.', 'Detectors 10 & 1 \x96 Bus Detection', 'BUS EARLY START OPERATION (SIGNAL GROUP 6) IN AØ, CØ & DØ.', 'Detectors 11 & 4 \x96 Bus Detection']"
163,164,0333_sheet004.htm,333.0,"DONCASTER
  ROAD / DRYDEN STREET",2011-10-13 00:00:00,MANNINGHAM,"['BUS (SG 9)', 'BUS (SG 10)', 'BUS (SG 9)', 'BUS (SG 10)']"
164,165,0333_sheet012.htm,333.0,"DONCASTER
  ROAD / DRYDEN STREET",2011-10-13 00:00:00,MANNINGHAM,"['\x93C\x94 PHASE (BUS PRIORITY PHASE) OPERATION', 'BUS EARLY START OPERATION (SIGNAL GROUP 9) IN AØ & D2Ø.', 'Detectors 12 & 2 \x96 Bus Detection', 'BUS EARLY START OPERATION (SIGNAL GROUP 10) IN AØ & D3Ø.', 'Detectors 13 & 6 \x96 Bus Detection']"
165,166,0335_sheet004.htm,335.0,"DONCASTER
  ROAD / BLACKBURN ROAD",2010-02-05 00:00:00,MANNINGHAM,"['BUS (SG 9)', 'BUS (SG 10)', 'BUS (SG 9)', 'BUS (SG 10)']"
166,167,0335_sheet012.htm,335.0,"DONCASTER
  ROAD / BLACKBURN ROAD",2010-02-05 00:00:00,MANNINGHAM,"['\x93D\x94 PHASE (BUS PRIORITY PHASE) OPERATION', 'BUS EARLY START OPERATION (SIGNAL GROUP 9) IN AØ & E2Ø.', 'Detectors 15 & 1 \x96 Bus Detection', 'BUS EARLY START OPERATION (SIGNAL GROUP 10) IN AØ & E3Ø.', 'Detectors 16 & 5 \x96 Bus Detection']"
167,168,0359_sheet004.htm,359.0,BLACKBURN ROAD / COLEMAN PARADE,2014-07-25 00:00:00,MONASH,"['BUS PRIORITY', 'BUS PRIORITY']"
168,169,0359_sheet012.htm,359.0,BLACKBURN ROAD / COLEMAN PARADE,2014-07-25 00:00:00,MONASH,"['Inhibit the operation of Bus Detector 11 (refer to bus priority operation).', 'Inhibit the operation of Bus Detector 12 (refer to bus priority operation).', 'BUS PRIORITY OPERATION', 'Bus priority inputs from the BUS PRIORITY CONTROL SYSTEM are connected to detector inputs in the traffic signal controller.', 'Each Bus Priority Input is held on (i.e. held on short-circuit) from the point when the bus reaches the priority request location on the particular bus priority approach until it passes the stop line on that approach.', 'Detector 11 is connected to the Bus Priority Input that services buses on the South Approach.', 'Detector 12 is connected to the Bus Priority Input that services buses on the North Approach.', 'The following table describes the functions of each of the bus detectors:']"
169,170,0360_sheet004.htm,360.0,"BLACKBURN
  RD / WAVERLEY RD",2010-12-17 00:00:00,MONASH,"['BUS', 'BUS']"
170,171,0360_sheet012.htm,360.0,"BLACKBURN
  RD / WAVERLEY RD",2010-12-17 00:00:00,MONASH,"['Inhibit bus operation called by Detector 15', 'Inhibit bus operation called by Detector 16']"
171,172,0364_sheet001.htm,364.0,"SNEDDEN
  DRIVE / THE GLEN CAR PARK",2006-12-13 00:00:00,MONASH,['Bus loops & Transfer demand for Bus priority']
172,173,0364_sheet004.htm,364.0,"SNEDDEN
  DRIVE / THE GLEN CAR PARK",2006-12-13 00:00:00,MONASH,"['Bus loop', 'Bus loop', 'Bus loop', 'Bus loop']"
173,174,0366_sheet002.htm,366.0,BORONIA ROAD NR LUSK DRIVE,2014-08-01 00:00:00,WHITEHORSE,['Detectors 5 and 6 are Bus Detectors']
174,175,0366_sheet004.htm,366.0,BORONIA ROAD NR LUSK DRIVE,2014-08-01 00:00:00,WHITEHORSE,"['Bus Detector - Refer Notes', 'Bus Detector - Refer Notes']"
175,176,0366_sheet006.htm,366.0,BORONIA ROAD NR LUSK DRIVE,2014-08-01 00:00:00,WHITEHORSE,['P1 WALK TIME SUBSTITUTION (If Ped Called by BUS detector)']
176,177,0408_sheet004.htm,408.0,SPRINGVALE ROAD / THE GLEN SHOPPING CENTRE,2017-08-30 00:00:00,MONASH,"['Bus Loop', 'Bus Loop']"
177,178,0411_sheet004.htm,411.0,"SPRINGVALE
  RD / HAWTHORN RD",2006-05-03 00:00:00,WHITEHORSE,"['BUS', 'BUS']"
178,179,0411_sheet012.htm,411.0,"SPRINGVALE
  RD / HAWTHORN RD",2006-05-03 00:00:00,WHITEHORSE,"['Inhibits operation of bus detector on the south approach.', 'Inhibits operation of bus detector on the north approach.', 'BUS PRIORITY OPERATION', 'Bus priority inputs from the BUS PRIORITY CONTROL SYSTEM are connected to detector inputs in the traffic signal controller.', 'Each Bus Priority Input is held on (i.e. held on short-circuit) from the point when the bus reaches the priority request location on the particular bus priority approach until it passes the stop line on that approach.', 'Detector 14 is connected to the Bus Priority Input that services buses on the South Approach.', 'Detector 15 is connected to the Bus Priority Input that services buses on the North Approach.', 'The following table describes the functions of each of the bus detectors:', 'Bus Detector No. (Description)', 'MSS Flag Set When Bus Detector Activated', 'Flag to Inhibit Operation of Bus Detector', '(Bus Priority Input, South Approach)', '(Bus Priority Input, North Approach)']"
179,180,0426_sheet004.htm,426.0,SPRINGVALE ROAD / WAVERLEY ROAD,2015-11-23 00:00:00,MONASH,"['Bus Priority Input', 'Bus Priority Input']"
